favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str
217,Twitter for iPhone,b'\xd8\xaa\xd8\xb3\xd8\xa7\xd8\xa4\xd9\x84 \xd9\x85\xd9\x86\xd8\xb7\xd9\x82\xd9\x8a..\xd9\x83\xd9\x8a\xd9\x81 \xd8\xaa\xd8\xb1\xd8\xa7\xd9\x85\xd8\xa8 \xd9\x8a\xd9\x88\xd9\x82\xd8\xb9 \xd8\xb9\xd9\x84\xd9\x89 \xd9\x81\xd8\xa7\xd8\xaa\xd9\x88\xd8\xb1\xd8\xa9 \xd8\xa8\xd9\x82\xd9\x8a\xd9\x85\xd8\xa9 6.2 \xd8\xaa\xd8\xb1\xd9\x8a\xd9\x84\xd9\x8a\xd9\x88\xd9\x86 \xd8\xaf\xd9\x88\xd9\x84\xd8\xa7\xd8\xb1 \xd8\xaa\xd8\xae\xd8\xb5 \xd9\x85\xd8\xb3\xd8\xa7\xd8\xb9\xd8\xaf\xd8\xa7\xd8\xaa \xd9\x85\xd8\xa7\xd9\x84\xd9\x8a\xd8\xa9 \xd9\x84\xd8\xac\xd8\xa7\xd8\xa6\xd8\xad\xd8\xa9 \xd9\x81\xd9\x8a\xd8\xb1\xd9\x88\xd8\xb3 \xd9\x83\xd9\x88\xd8\xb1\xd9\x88\xd9\x86\xd8\xa7 \xd9\x81\xd9\x8a \xd9\x8a\xd9\x86\xd8\xa7\xd9\x8a\xd8\xb1 2019\xd9\x85\xe2\x80\xa6 https://t.co/gWsh3tGtwW',,False,Wed May 20 22:47:55 +0000 2020,125,b'1263240062755581959'
1074,Twitter for iPhone,b'As\xc3\xad amanece nuestra sede! \xf0\x9f\x8c\xb9\xf0\x9f\x92\xaa\xf0\x9f\x8f\xbc https://t.co/FvztJS9uJ5',,False,Thu Sep 26 06:39:28 +0000 2019,417,b'1177110421758795777'
16,Twitter for iPhone,"b'World Health Organisation heeft de regel dat als jouw kind op school zit, jij toestemming geeft om te vaccineren. D\xe2\x80\xa6 https://t.co/GhPPdVwVt7'",,False,Wed Apr 22 09:06:47 +0000 2020,14,b'1252886558325293056'
527,Twitter for iPhone,b'Social distancing on PIA flights for the stranded overseas Pakistanis after paying prices up to three times extra\xe2\x80\xa6 https://t.co/mjL6XjiWcM',,False,Sun Apr 26 10:56:56 +0000 2020,310,b'1254363829754122240'
10386,Twitter Web App,b'Ning\xc3\xban medio de comunicaci\xc3\xb3n os ha mostrado lo que ha ocurrido hoy en #Madrid.\n\nNo pasa nada. Yo os lo muestro:\xe2\x80\xa6 https://t.co/ZL59cvDegs',,False,Sat May 02 20:44:26 +0000 2020,6765,b'1256686004926365697'
340,TweetDeck,"b'#Breaking | 47 days later after the Galwan Valley clash, proof of PLA casualties is finally out. Pictures of graves\xe2\x80\xa6 https://t.co/9TmCz1viUk'",,False,Mon Aug 31 03:46:50 +0000 2020,62,b'1300278848706105345'
13158,TweetDeck,b'We are in the midst of a crisis with the coronavirus. We need to lead the way with science \xe2\x80\x94 not Donald Trump\xe2\x80\x99s rec\xe2\x80\xa6 https://t.co/n8vyHlTLL1',,False,Sat Feb 01 22:01:00 +0000 2020,3188,b'1223727977361338370'
27077,Twitter Web App,b'Preliminary investigations conducted by the Chinese authorities have found no clear evidence of human-to-human tran\xe2\x80\xa6 https://t.co/1GHUbI2YXm',,False,Tue Jan 14 11:18:12 +0000 2020,22813,b'1217043229427761152'
23615,Twitter for iPhone,"b'Es falso. El Gobierno acude cada 15 d\xc3\xadas al Congreso porque le obliga el art\xc3\xadculo 116.2 de la Constituci\xc3\xb3n, para po\xe2\x80\xa6 https://t.co/mKDp8CQxvW'",,False,Sat May 02 14:40:26 +0000 2020,11092,b'1256594401503121408'
291,Twitter Web App,b'Biden wrote no letter of apology',,False,Sun May 03 23:36:36 +0000 2020,55,b'1257091719289503750'
1696,Twitter for iPhone,b'There is a defamatory campaign going on in social media showing photos of an Iftaar Party attended by CM Sindh &amp; ot\xe2\x80\xa6 https://t.co/QIj2n5HhHF',,False,Sun May 03 07:47:58 +0000 2020,413,b'1256852988695580672'
264,Twitter for iPhone,b'@DineshDSouza This is their number from today. https://t.co/xPf8zKcSBT',DineshDSouza,False,Sat May 02 17:50:12 +0000 2020,34,b'1256642160180559872'
0,Twitter Web App,"b'Ah la voil\xc3\xa0 enfin la d\xc3\xa9finition de ""concentrique"".\nTous ceux qui auront install\xc3\xa9 l\'appli #StopCovid auront le droit\xe2\x80\xa6 https://t.co/FPlA8nm5Hr'",,False,Tue May 26 12:34:05 +0000 2020,1,b'1265259913682604033'
552,Twitter for Android,b'Ac\xc3\xa1 un cuadro publicado en un trabajo en el British Medical Journal que compara el riesgo de las diferentes activid\xe2\x80\xa6 https://t.co/GRj045fOwB',leandrocahn,False,Thu Aug 27 14:34:44 +0000 2020,283,b'1298992348412522500'
607,Twitter for iPhone,b'Ministry of Health is receiving #COVID19 \n\n\xe2\x9c\x85 Testing kits \n\xe2\x9c\x85 Protective Gear \n\xe2\x9c\x85 Mask \n\xe2\x9c\x85Medical Equipment \n\nThe dona\xe2\x80\xa6 https://t.co/M4EFdOQtFq',,False,Tue Mar 24 10:00:06 +0000 2020,286,b'1242390726207561729'
390,Twitter Web App,"b""Stop retweeting and sharing this as if it's real. It has been deceptively edited.\n\nHe made a joke about carrying th\xe2\x80\xa6 https://t.co/8cLIHB4RgP""",,False,Fri May 08 15:06:19 +0000 2020,144,b'1258775244682276864'
312636,Twitter for iPhone,b'Some of Italian nurses &amp; doctors after long hours of work in intensive care. \xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x87\xae\xf0\x9f\x87\xb9 https://t.co/YAG9oVcgrq',,False,Sun Mar 22 11:12:49 +0000 2020,95228,b'1241684250031783938'
13,TweetDeck,"b""Catching up with @CBS6SteveM about the financial markets and the state pension fund. We're well-funded and strong,\xe2\x80\xa6 https://t.co/zkB4mXAYtE""",,False,Tue May 05 19:59:41 +0000 2020,4,b'1257761907131461645'
30,Twitter Media Studio,"b""Le principe de #StopCovid, c'est le volontariat. Aucun avantage n'est li\xc3\xa9 \xc3\xa0 son installation, aucune contrainte non\xe2\x80\xa6 https://t.co/QVRYIQwLK0""",,False,Wed May 27 08:00:00 +0000 2020,22,b'1265553325002575887'
6465,Twitter for Android,b'#AamirKhan donates to...\n\xe2\xad\x90 #PMCares\n\xe2\xad\x90 #Maharashtra Chief Minister Relief Fund\n\xe2\xad\x90 Extended support to the daily wage\xe2\x80\xa6 https://t.co/eGVVH8paNe',,False,Tue Apr 07 13:20:14 +0000 2020,650,b'1247514524086702081'
1037,Twitter for iPhone,b'Railways already subsidises 57% of passenger fare . 1/3 rd passengers &amp; empty train on return journey adds another\xe2\x80\xa6 https://t.co/Jhp6oUslzn',blsanthosh,False,Mon May 04 10:46:31 +0000 2020,396,b'1257260312098566144'
16,Twitter Web App,"b""La rencontre entre le pr\xc3\xa9sident de la R\xc3\xa9publique et l'Acad\xc3\xa9mie nationale des m\xc3\xa9decins a permis de lever les doutes,\xe2\x80\xa6 https://t.co/6IiFOAgGdm""",,False,Fri Apr 24 06:42:50 +0000 2020,9,b'1253575108427485186'
3252,The White House,"b'Matt Sause, @Roche: ""We want to thank the FDA for their rapid approval of our Coronavirus test. We really appreciat\xe2\x80\xa6 https://t.co/T3Xy5R5nTU'",,False,Mon Mar 16 16:47:49 +0000 2020,787,b'1239594228386234369'
71,Twitter for iPhone,b'Families: We are aware of a fake social media post going around with the @KyDeptofEd logo (as well as a KDE logo th\xe2\x80\xa6 https://t.co/gt420nNvpS',,False,Sat Apr 25 20:52:05 +0000 2020,54,b'1254151213777592327'
774,Twitter for Android,"b'Perch\xc3\xa9 #Grillo gi\xc3\xa0 il 17/12 a Roma utilizzava una #mascherina ""per proteggersi dai virus"", come afferm\xc3\xb2? Poco prima\xe2\x80\xa6 https://t.co/tA1XDUJmcg'",,False,Sun May 03 16:23:09 +0000 2020,630,b'1256982641242451968'
1143,Twitter for iPhone,b'@timothy_gumm See for yourself https://t.co/bTFICrr0Ww',timothy_gumm,False,Sat May 02 17:55:36 +0000 2020,347,b'1256643515703947264'
0,Twitter for Android,b'\xf0\x9f\xa4\xa7 \xe0\xb9\x83\xe0\xb8\x99\xe0\xb8\x8a\xe0\xb9\x88\xe0\xb8\xa7\xe0\xb8\x87\xe0\xb9\x84\xe0\xb8\xa7\xe0\xb8\xa3\xe0\xb8\xb1\xe0\xb8\xaa\xe0\xb9\x82\xe0\xb8\x84\xe0\xb8\xa7\xe0\xb8\xb4\xe0\xb8\x94-19 \xe0\xb8\xa3\xe0\xb8\xb0\xe0\xb8\x9a\xe0\xb8\xb2\xe0\xb8\x94 \xe0\xb9\x80\xe0\xb8\xa3\xe0\xb8\xb2\xe0\xb8\x88\xe0\xb8\xb3\xe0\xb9\x80\xe0\xb8\x9b\xe0\xb9\x87\xe0\xb8\x99\xe0\xb8\x95\xe0\xb9\x89\xe0\xb8\xad\xe0\xb8\x87\xe0\xb9\x83\xe0\xb8\xaa\xe0\xb9\x88\xe0\xb8\xab\xe0\xb8\x99\xe0\xb9\x89\xe0\xb8\xb2\xe0\xb8\x81\xe0\xb8\xb2\xe0\xb8\x81\xe0\xb8\xad\xe0\xb8\x99\xe0\xb8\xb2\xe0\xb8\xa1\xe0\xb8\xb1\xe0\xb8\xa2\xe0\xb8\x99\xe0\xb8\xb2\xe0\xb8\x99\xe0\xb8\xab\xe0\xb8\xa5\xe0\xb8\xb2\xe0\xb8\xa2\xe0\xb8\x8a\xe0\xb8\xb1\xe0\xb9\x88\xe0\xb8\xa7\xe0\xb9\x82\xe0\xb8\xa1\xe0\xb8\x87 \xe0\xb8\x88\xe0\xb8\xb0\xe0\xb8\xaa\xe0\xb9\x88\xe0\xb8\x87\xe0\xb8\x9c\xe0\xb8\xa5\xe0\xb9\x80\xe0\xb8\xaa\xe0\xb8\xb5\xe0\xb8\xa2\xe0\xb8\xad\xe0\xb8\xb0\xe0\xb9\x84\xe0\xb8\xa3\xe0\xb8\x95\xe0\xb9\x88\xe0\xb8\xad\xe0\xb8\xa3\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb8\x87\xe0\xb8\x81\xe0\xb8\xb2\xe0\xb8\xa2\xe0\xb8\xab\xe0\xb8\xa3\xe0\xb8\xb7\xe0\xb8\xad\xe0\xb9\x84\xe0\xb8\xa1\xe0\xb9\x88? \xe0\xb8\xa7\xe0\xb8\xb1\xe0\xb8\x99\xe0\xb8\x99\xe0\xb8\xb5\xe0\xb9\x89\xe0\xb9\x80\xe0\xb8\xa3\xe0\xb8\xb2\xe2\x80\xa6 https://t.co/eY4y3xtdjI',,False,Thu May 07 03:22:02 +0000 2020,0,b'1258235615516127233'
93037,Twitter for Android,"b""Guys, I am not the person putting money in wheat bags. Its either a fake story completely, or Robin Hood doesn't wa\xe2\x80\xa6 https://t.co/fSYhSkitwO""",,False,Mon May 04 04:30:11 +0000 2020,8719,b'1257165603678240768'
352,Twitter Web App,"b'#FakeNewsAlert\xf0\x9f\x93\x8c\n\nClaim: #COVID19 is transmitted through houseflies\n\nFact: No, COVID-19 is not transmitted through h\xe2\x80\xa6 https://t.co/S1XulXS8PN'",,False,Sun Apr 05 16:46:50 +0000 2020,122,b'1246841739878383617'
432,Twitter for Android,"b'Fonti non sicure rivelano che il dottore \xc3\xa8 molto provato, che ha cancellato lui stesso la pagina e che per ora non\xe2\x80\xa6 https://t.co/gighAD250c'",,False,Wed May 06 19:07:32 +0000 2020,99,b'1258111169677713414'
85,Twitter for iPhone,"b'@SeanTrende @RichLowry I hope covid ends up more seasonal, some social distancing persists, and we can see cases co\xe2\x80\xa6 https://t.co/y2sDVWwZFe'",SeanTrende,False,Mon May 04 00:16:13 +0000 2020,34,b'1257101690337144832'
1,Twitter for iPhone,b'#\xd9\x83\xd9\x88\xd8\xb1\xd9\x86\xd8\xa7 \xd8\xaa\xd8\xb3\xd8\xa7\xd8\xa4\xd9\x84 \xd9\x85\xd9\x86\xd8\xb7\xd9\x82\xd9\x8a.. \xd9\x83\xd9\x8a\xd9\x81 \xd8\xaa\xd8\xb1\xd8\xa7\xd9\x85\xd8\xa8 \xd9\x8a\xd9\x88\xd9\x82\xd8\xb9 \xd8\xb9\xd9\x84\xd9\x89 \xd9\x81\xd8\xa7\xd8\xaa\xd9\x88\xd8\xb1\xd8\xa9 \xd8\xa8\xd9\x82\xd9\x8a\xd9\x85\xd8\xa9 6.2 \xd8\xaa\xd8\xb1\xd9\x8a\xd9\x84\xd9\x8a\xd9\x88\xd9\x86 \xd8\xaf\xd9\x88\xd9\x84\xd8\xa7\xd8\xb1 \xd8\xaa\xd8\xae\xd8\xb5 \xd9\x85\xd8\xb3\xd8\xa7\xd8\xb9\xd8\xaf\xd8\xa7\xd8\xaa \xd9\x85\xd8\xa7\xd9\x84\xd9\x8a\xd8\xa9 \xd9\x84\xd8\xac\xd8\xa7\xd8\xa6\xd8\xad\xd8\xa9 \xd9\x81\xd9\x8a\xd8\xb1\xd9\x88\xd8\xb3 \xd9\x83\xd9\x88\xd8\xb1\xd9\x88\xd9\x86\xd8\xa7 \xd9\x81\xd9\x8a \xd9\x8a\xd9\x86\xd8\xa7\xe2\x80\xa6 https://t.co/ApatHKTQcX',,False,Fri May 22 19:27:09 +0000 2020,1,b'1263914313816911875'
33086,Twitter for iPhone,b'Missed one thing last night: Trump not only claimed Biden apologized for accusing him of xenophobia but that Biden\xe2\x80\xa6 https://t.co/bA0TQSpRyI',,False,Tue Apr 14 13:35:19 +0000 2020,8690,b'1250055033460318209'
37,Twitter for iPhone,b'This is Islamic Republic of Norway \xf0\x9f\x87\xb3\xf0\x9f\x87\xb4 #NorwayRiots https://t.co/9ugHPk9S3S',,False,Sun Aug 30 17:22:12 +0000 2020,24,b'1300121657290391552'
109,Twitter for iPhone,b'#Madagascar produit la plus grande quantit\xc3\xa9 et la meilleure qualit\xc3\xa9 d\xe2\x80\x99Artemisia annua en #Afrique. Cette plante est\xe2\x80\xa6 https://t.co/KxuRnAAm5n',SE_Rajoelina,False,Sun Apr 19 22:37:13 +0000 2020,56,b'1252003346539569157'
378,Twitter Web App,"b'If you catch the #coronavirus, what are your chances of having no symptoms? Probably around 40%. But you can still\xe2\x80\xa6 https://t.co/ryqHWi9VnG'",,False,Wed Jun 03 19:58:32 +0000 2020,260,b'1268270867399634944'
1,Twitter for Android,b'#BreakingNews In special flights to bring home Pakistanis #PIA is not following #SocialDistancing and is price goug\xe2\x80\xa6 https://t.co/o6HVEifSL7',,False,Sun Apr 26 15:31:57 +0000 2020,0,b'1254433037380714498'
353846,Twitter for iPhone,b'Over the last 24 hours I have developed mild symptoms and tested positive for coronavirus.\n\nI am now self-isolating\xe2\x80\xa6 https://t.co/cMWNOocrLd',,False,Fri Mar 27 11:15:28 +0000 2020,119541,b'1243496858095411200'
2191,Twitter for iPhone,b'Using tobacco products can increase your chance of getting #COVID19\n\n\xe2\x9d\x97\xef\xb8\x8fBringing your\xf0\x9f\x91\x90to your\xf0\x9f\x91\x84can transfer the virus\xe2\x80\xa6 https://t.co/F13oYz6fuL',,False,Wed Apr 22 07:58:24 +0000 2020,1287,b'1252869346667327496'
864,Twitter for Android,b'#PIBFactCheck \nClaim: Video on social media showing passengers on purported @airindiain overseas flight arguing ove\xe2\x80\xa6 https://t.co/7qQ10mzqtq',,False,Fri May 08 05:23:33 +0000 2020,381,b'1258628586048638976'
14,Twitter for iPhone,"b'@JoseBlazquezC No he dicho que la pr\xc3\xb3rroga solo pueda ser de 15 d\xc3\xadas, pero es el plazo que recogen los decretos de\xe2\x80\xa6 https://t.co/loFYXyThfW'",JoseBlazquezC,False,Sun May 03 10:57:02 +0000 2020,3,b'1256900567512813570'
6835,Twitter Web App,"b'Podemos re\xc3\xadrnos, cantar y bailar, en espacios abiertos y con todos los cuidados.\n\nSi lo hacemos en espacios cerrado\xe2\x80\xa6 https://t.co/BCMDqSUCtk'",,False,Thu Aug 27 16:28:17 +0000 2020,1648,b'1299020923698372608'
1129,Twitter for Android,"b'""Hay que evitar actividades en espacios cerrados, con personas pr\xc3\xb3ximas, sin tapabocas, realizando acciones intensa\xe2\x80\xa6 https://t.co/u6KsXwECs2'",,False,Thu Aug 27 14:01:50 +0000 2020,622,b'1298984066495074305'
18,Twitter for Android,"b'#LoQueEstaPasando en el \xf0\x9d\x97\xa0\xf0\x9d\x97\x9c\xf0\x9d\x97\xa1\xf0\x9d\x97\x9c\xf0\x9d\x97\xa6\xf0\x9d\x97\xa7\xf0\x9d\x97\x98\xf0\x9d\x97\xa5\xf0\x9d\x97\x9c\xf0\x9d\x97\xa2 \xf0\x9d\x97\x97\xf0\x9d\x97\x98 \xf0\x9d\x97\xa6\xf0\x9d\x97\x94\xf0\x9d\x97\x9f\xf0\x9d\x97\xa8\xf0\x9d\x97\x97 |\n\n\xf0\x9f\x93\x8c@MazzoleniJulio, ministro de Salud, presenta las cuatro fases de fl\xe2\x80\xa6 https://t.co/qNTwyURZkj'",780AM,False,Fri Apr 24 23:44:21 +0000 2020,24,b'1253832179274125312'
41,Twitter for iPhone,b'\xd7\x90\xd7\x96 \xd7\x91\xd7\x95\xd7\x90\xd7\x95 \xd7\xa0\xd7\xa8\xd7\x90\xd7\x94. \xd7\x94\xd7\xa6\xd7\x99\xd7\x9c\xd7\x95\xd7\x9d \xd7\x94\xd7\x95\xd7\x90 \xd7\x9e\xd7\x9e\xd7\xa6\xd7\xa8\xd7\x99\xd7\x9d; \xd7\x91\xd7\x9f \xd7\x92\xd7\x91\xd7\x99\xd7\xa8 \xd7\x99\xd7\x95\xd7\x93\xd7\xa2 \xd7\x9b\xd7\x9e\xd7\x95\xd7\x91\xd7\x9f \xd7\xa9\xd7\x94\xd7\x95\xd7\x90 \xd7\x9e\xd7\xa9\xd7\xa7\xd7\xa8; \xd7\x91\xd7\x9f \xd7\x92\xd7\x91\xd7\x99\xd7\xa8 \xd7\x94\xd7\xa9\xd7\xa7\xd7\xa8\xd7\x9f \xd7\x9c\xd7\x90 \xd7\x9e\xd7\x95\xd7\x97\xd7\xa7 \xd7\x90\xd7\xaa \xd7\x94\xd7\xa6\xd7\x99\xd7\x95\xd7\xa5 \xd7\x92\xd7\x9d \xd7\x9b\xd7\xa9\xd7\xa0\xd7\xaa\xd7\xa4\xd7\xa1. \xd7\x9c\xd7\x9e\xd7\x94? \xd7\x9b\xd7\x99 \xd7\x94\xd7\x95\xe2\x80\xa6 https://t.co/jzWyNPEaXd',,False,Tue Apr 14 19:52:57 +0000 2020,1,b'1250150069074100224'
4257,Twitter for iPhone,b'The BC Centre for Disease Control is recommending using \xe2\x80\x9cglory holes\xe2\x80\x9d to practice safe sex during the pandemic \xe2\x80\x94 an\xe2\x80\xa6 https://t.co/TPfAH7uJLK',,False,Tue Jul 21 22:05:49 +0000 2020,1223,b'1285697516055535616'
0,Twitter for Android,b'@Shameem47347305 @ArvindKejriwal \xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\x88 \xe0\xa4\x95\xe0\xa5\x83\xe0\xa4\xaa\xe0\xa4\xaf\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa5\x89\xe0\xa4\xaa\xe0\xa5\x80 \xe0\xa4\xaa\xe0\xa5\x87\xe0\xa4\xb8\xe0\xa5\x8d\xe0\xa4\x9f \xe0\xa4\x9a\xe0\xa5\x87\xe0\xa4\xaa\xe0\xa4\xa8\xe0\xa5\x87 \xe0\xa4\xb8\xe0\xa5\x87 \xe0\xa4\xaa\xe0\xa4\xb9\xe0\xa4\xb2\xe0\xa5\x87 \xe0\xa4\xa6\xe0\xa5\x87\xe0\xa4\x96 \xe0\xa4\xb2\xe0\xa5\x8b\xe0\xa5\xa4 \xe0\xa4\xaa\xe0\xa4\xbf\xe0\xa4\x95\xe0\xa5\x8d\xe0\xa4\x9a\xe0\xa4\xb0 \xe0\xa4\x94\xe0\xa4\xb0 \xe0\xa4\xa7\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\xb5\xe0\xa4\xbe\xe0\xa4\xb9\xe0\xa4\xbf\xe0\xa4\x95 \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xb8\xe0\xa5\x80\xe0\xa4\xa8 \xe0\xa4\xa8\xe0\xa4\xbf\xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xb2 \xe0\xa4\x95\xe0\xa4\xb0 \xe0\xa4\xb9\xe0\xa4\xbf\xe0\xa4\x82\xe2\x80\xa6 https://t.co/8Kco7V7jSy',Shameem47347305,False,Thu Apr 02 16:05:27 +0000 2020,0,b'1245744159488499712'
1,Twitter for Android,b'Any idea where is this? Can Anyone acquaint ?  #Quarantine https://t.co/I1tFjAZUHy',,False,Tue Apr 14 13:03:34 +0000 2020,0,b'1250047041293541378'
2488,Twitter for iPhone,b'Earlier in #Beirut: example of bad media coverage that contributes to panic and sets wrong example. 1. If your phot\xe2\x80\xa6 https://t.co/u9FbGvH7kp',,False,Wed Mar 18 14:23:31 +0000 2020,826,b'1240282690697428994'
27552,Twitter for Android,b'- Mais a\xc3\xa7\xc3\xb5es do Governo Federal: https://t.co/G4W9YQ1U8T',,False,Fri Apr 17 12:22:17 +0000 2020,5719,b'1251123815972769794'
78,TweetDeck,b'\xd9\x8a\xd8\xaa\xd9\x85 \xd8\xaa\xd8\xaf\xd8\xa7\xd9\x88\xd9\x84 \xd9\x85\xd9\x82\xd8\xa7\xd8\xb7\xd8\xb9 \xd9\x81\xd9\x8a\xd8\xaf\xd9\x8a\xd9\x88 \xd9\x84\xd9\x84\xd9\x85\xd8\xb3\xd8\xaa\xd8\xb4\xd8\xa7\xd8\xb1\xd8\xa9 #\xd9\x85\xd9\x8a\xd8\xb1\xd9\x83\xd9\x84 \xd8\xb9\xd9\x84\xd9\x89 \xd9\x88\xd8\xb3\xd8\xa7\xd8\xa6\xd9\x84 \xd8\xa7\xd9\x84\xd8\xaa\xd9\x88\xd8\xa7\xd8\xb5\xd9\x84 \xd8\xa7\xd9\x84\xd8\xa7\xd8\xac\xd8\xaa\xd9\x85\xd8\xa7\xd8\xb9\xd9\x8a \xd8\xaa\xd8\xad\xd8\xaa\xd9\x88\xd9\x8a \xd8\xb9\xd9\x84\xd9\x89 \xd8\xaa\xd8\xb5\xd8\xb1\xd9\x8a\xd8\xad\xd8\xa7\xd8\xaa \xd9\x85\xd8\xb2\xd8\xb9\xd9\x88\xd9\x85\xd8\xa9 \xd8\xad\xd9\x88\xd9\x84 #\xd9\x84\xd9\x82\xd8\xa7\xd8\xad \xd8\xac\xd8\xaf\xd9\x8a\xd8\xaf \xd8\xb6\xd8\xaf\xe2\x80\xa6 https://t.co/fET6XtAkZn',,False,Fri Mar 27 19:18:40 +0000 2020,57,b'1243618458417467394'
9072,Twitter for iPhone,"b'President @realDonaldTrump leads a #COVID19 Teleconference call with 50 Governors, plus Territories, earlier today\xe2\x80\xa6 https://t.co/pkUgqMuYLZ'",,False,Fri Mar 27 03:54:26 +0000 2020,1413,b'1243385868473122821'
39918,Twitter for Android,"b'- Sancionei o projeto que prev\xc3\xaa aux\xc3\xadlio emergencial de R$ 600/m\xc3\xaas p/ trabalhadores informais, aut\xc3\xb4nomos, microempre\xe2\x80\xa6 https://t.co/4TG4GjBj8U'",,False,Thu Apr 02 01:27:38 +0000 2020,6224,b'1245523249670340616'
164,Twitter for Android,b'Today I witnessed a bunch of trump supporters crashing a peaceful rally I was attending with my family. They were p\xe2\x80\xa6 https://t.co/O9hWw5feak',,False,Mon Mar 02 23:28:58 +0000 2020,84,b'1234621752166117376'
17,Twitter Web App,"b'Iedereen heeft recht op een eigen mening, maar het is wel belangrijk dat het duidelijk is dat het om een persoonlij\xe2\x80\xa6 https://t.co/RBI1H2afLW'",,False,Fri Jul 31 11:36:19 +0000 2020,11,b'1289162977275523072'
11,Twitter for Android,"b'Edit for clarification: This was at a Bernie Sanders rally, the trump supporters were counter protesting. It was he\xe2\x80\xa6 https://t.co/57YMbszg8G'",,False,Tue Mar 03 03:52:44 +0000 2020,10,b'1234688129623191553'
143,Twitter Web App,"b'Hay mucha confusi\xc3\xb3n con el dato de que la econom\xc3\xada de EEUU cay\xc3\xb3 32,9% anualizado en el segundo trimestre.\nExplico e\xe2\x80\xa6 https://t.co/f76bBInHyN'",,False,Thu Jul 30 20:27:40 +0000 2020,41,b'1288934305956233217'
48,Twitter for iPhone,b'\xd8\xa7\xd9\x84\xd8\xb7\xd9\x81\xd9\x84 \xd8\xa7\xd9\x84\xd9\x85\xd8\xb9\xd8\xac\xd8\xb2\xd8\xa9 \xd9\x88\xd9\x83\xd9\x88\xd8\xb1\xd9\x88\xd9\x86\xd8\xa7..\n\n\xd9\x83\xd9\x88\xd8\xb1\xd9\x88\xd9\x86\xd8\xa7 \xd8\xa7\xd9\x84\xd8\xb4\xd8\xba\xd9\x84 \xd8\xa7\xd9\x84\xd8\xb4\xd8\xa7\xd8\xba\xd9\x84 \xd9\x84\xd9\x84\xd8\xb9\xd8\xa7\xd9\x84\xd9\x85 \xd9\x83\xd8\xa7\xd9\x86 \xd8\xad\xd8\xa7\xd8\xb6\xd8\xb1\xd8\xa7\xd9\x8b \xd9\x81\xd9\x8a \xd9\x88\xd8\xac\xd8\xaf\xd8\xa7\xd9\x86 \xd8\xb7\xd9\x81\xd9\x84 \xd8\xa7\xd9\x84\xd8\xaa\xd9\x88\xd8\xad\xd8\xaf \xd8\xb9\xd8\xa8\xd8\xaf \xd8\xa7\xd9\x84\xd8\xb1\xd8\xad\xd9\x85\xd9\x86 \xd8\xa7\xef\xbb\xb7\xd8\xb3\xd8\xb9\xd8\xaf \xd9\x85\xd9\x86 \xd8\xa3\xd9\x8a\xd8\xa7\xd9\x85 \xd8\xaa\xd9\x81\xd8\xa7\xd8\xac\xd8\xa3 \xd8\xa3\xe2\x80\xa6 https://t.co/L1Mg0KqZHJ',,False,Tue Apr 21 07:44:48 +0000 2020,14,b'1252503539877851143'
57,Twitter Web App,b'El #Billete1000pesos cuenta con estrictas medidas de seguridad:\n\n\xe2\x9c\x85 Tinta de variabilidad \xc3\xb3ptica\n\xe2\x9c\x85 Marca de agua\n\xe2\x9c\x85 H\xe2\x80\xa6 https://t.co/uEfVJ4Vbmw',,False,Tue Apr 21 17:54:32 +0000 2020,33,b'1252656981497860096'
4,Twitter Web App,"b'March 17, 2020: Temporary tariff exclusions for masks\n\nhttps://t.co/Nu6D0efnNG https://t.co/46It8uVdbR'",ChadBown,False,Sat Apr 04 13:55:01 +0000 2020,5,b'1246436111225847810'
2,TweetDeck,"b'@KatherineImson Bukod sa Pangulo, naka-full battle gear din si Special Assistant to the President Bong Go. (Courtes\xe2\x80\xa6 https://t.co/SMo8X1tnK1'",kayeimson_,False,Thu Aug 24 11:35:50 +0000 2017,1,b'900683060915523584'
188,TweetDeck,b'La heredera y due\xc3\xb1a de una gran empresa se pone en contacto contigo para donarte su fortuna porque resulta que...\xe2\x80\xa6 https://t.co/4CM5nqHbWV',,False,Mon Apr 06 12:13:00 +0000 2020,96,b'1247135213634949121'
255,Twitter for iPad,b'FRAUD ALERT!!\xf0\x9f\x9a\xa8\nMembers of the public are hereby WARNED that criminals are using the Covid-19 pandemic to scam them\xe2\x80\xa6 https://t.co/YIwFjyWqIn',,False,Wed Apr 15 12:29:03 +0000 2020,113,b'1250400745209442304'
467,Twitter for Android,b'No such order has been issued by the Ministry of Home Affairs.\n\nNote: By sharing only official and accurate informa\xe2\x80\xa6 https://t.co/ShI76T69XO',,False,Mon Mar 30 15:41:46 +0000 2020,252,b'1244651038914662401'
